product_id|modifier_id|group_name|modifier_min|modifier_max|options
13828721776|13774873104|Add A Side|0||[{'option_name': 'Fruit Bowl ', 'option_price': 599}, {'option_name': 'Home Fried Potatoes ', 'option_price': 499}, {'option_name': 'Bagel and Cream Cheese', 'option_price': 499}, {'option_name': 'Boiled Eggs', 'option_price': 399}, {'option_name': 'Fried Egg', 'option_price': 399}]
13828721776|13774873105|Add A Drink|0||[{'option_name': 'Pepsi (12 Oz.)', 'option_price': 179}, {'option_name': 'Coke (12 Oz.)', 'option_price': 179}, {'option_name': 'Dr Pepper (12 Oz.)', 'option_price': 169}, {'option_name': 'Ginger Ale (12 Oz.)', 'option_price': 169}, {'option_name': 'Sprite (12 Oz.)', 'option_price': 169}, {'option_name': 'A&W Root Beer Aged Vanilla (12 Oz.)', 'option_price': 169}]
13833891837|13774873104|Add A Side|0||[{'option_name': 'Fruit Bowl ', 'option_price': 599}, {'option_name': 'Home Fried Potatoes ', 'option_price': 499}, {'option_name': 'Bagel and Cream Cheese', 'option_price': 499}, {'option_name': 'Boiled Eggs', 'option_price': 399}, {'option_name': 'Fried Egg', 'option_price': 399}]
13833891837|13774873105|Add A Drink|0||[{'option_name': 'Pepsi (12 Oz.)', 'option_price': 179}, {'option_name': 'Coke (12 Oz.)', 'option_price': 179}, {'option_name': 'Dr Pepper (12 Oz.)', 'option_price': 169}, {'option_name': 'Ginger Ale (12 Oz.)', 'option_price': 169}, {'option_name': 'Sprite (12 Oz.)', 'option_price': 169}, {'option_name': 'A&W Root Beer Aged Vanilla (12 Oz.)', 'option_price': 169}]
13825959643|13774873104|Add A Side|0||[{'option_name': 'Fruit Bowl ', 'option_price': 599}, {'option_name': 'Home Fried Potatoes ', 'option_price': 499}, {'option_name': 'Bagel and Cream Cheese', 'option_price': 499}, {'option_name': 'Boiled Eggs', 'option_price': 399}, {'option_name': 'Fried Egg', 'option_price': 399}]
13825959643|13774873105|Add A Drink|0||[{'option_name': 'Pepsi (12 Oz.)', 'option_price': 179}, {'option_name': 'Coke (12 Oz.)', 'option_price': 179}, {'option_name': 'Dr Pepper (12 Oz.)', 'option_price': 169}, {'option_name': 'Ginger Ale (12 Oz.)', 'option_price': 169}, {'option_name': 'Sprite (12 Oz.)', 'option_price': 169}, {'option_name': 'A&W Root Beer Aged Vanilla (12 Oz.)', 'option_price': 169}]
13774873047|13774873104|Add A Side|0||[{'option_name': 'Fruit Bowl ', 'option_price': 599}, {'option_name': 'Home Fried Potatoes ', 'option_price': 499}, {'option_name': 'Bagel and Cream Cheese', 'option_price': 499}, {'option_name': 'Boiled Eggs', 'option_price': 399}, {'option_name': 'Fried Egg', 'option_price': 399}]
13774873047|13774873105|Add A Drink|0||[{'option_name': 'Pepsi (12 Oz.)', 'option_price': 179}, {'option_name': 'Coke (12 Oz.)', 'option_price': 179}, {'option_name': 'Dr Pepper (12 Oz.)', 'option_price': 169}, {'option_name': 'Ginger Ale (12 Oz.)', 'option_price': 169}, {'option_name': 'Sprite (12 Oz.)', 'option_price': 169}, {'option_name': 'A&W Root Beer Aged Vanilla (12 Oz.)', 'option_price': 169}]
13774873058|13774873104|Add A Side|0||[{'option_name': 'Fruit Bowl ', 'option_price': 599}, {'option_name': 'Home Fried Potatoes ', 'option_price': 499}, {'option_name': 'Bagel and Cream Cheese', 'option_price': 499}, {'option_name': 'Boiled Eggs', 'option_price': 399}, {'option_name': 'Fried Egg', 'option_price': 399}]
13774873058|13774873105|Add A Drink|0||[{'option_name': 'Pepsi (12 Oz.)', 'option_price': 179}, {'option_name': 'Coke (12 Oz.)', 'option_price': 179}, {'option_name': 'Dr Pepper (12 Oz.)', 'option_price': 169}, {'option_name': 'Ginger Ale (12 Oz.)', 'option_price': 169}, {'option_name': 'Sprite (12 Oz.)', 'option_price': 169}, {'option_name': 'A&W Root Beer Aged Vanilla (12 Oz.)', 'option_price': 169}]
13774873095|13774873104|Add A Side|0||[{'option_name': 'Fruit Bowl ', 'option_price': 599}, {'option_name': 'Home Fried Potatoes ', 'option_price': 499}, {'option_name': 'Bagel and Cream Cheese', 'option_price': 499}, {'option_name': 'Boiled Eggs', 'option_price': 399}, {'option_name': 'Fried Egg', 'option_price': 399}]
