id|category_name|item_name|item_description|item_price
19809248172|built for you|beet it|spinach, chicken kebab, classic hummus, turkish salad, lebanese tabbouleh, spicy feta dip, roasted vegetables, greek beet dip, pickled beets, dried cranberries, tzatziki & balsamic vinaigrette|1259
19809248138|built for you|falafel forest|mixed greens, falafel, turkish salad, lebanese tabbouleh, israeli couscous, classic hummus, turkish yogurt dip, chickpea salad, pickled turnips & greek feta|1213
19809248070|built for you|very veggie|spinach, kale, falafel, veggie kefta, lebanese tabbouleh, classic hummus, roasted vegetables, chickpea salad, pickled beets, sunflower seeds & balsamic vinaigrette|1144
19809248146|built for you|power green chick|kale, spinach, mixed greens, chicken shawarma, turkish salad, classic hummus, red cabbage slaw, pickled onions, sunflower seeds, tahini & cilantro vinaigrette|1064
19732915295|built for you|hot chicken|white basmati rice, chicken shawarma, turkish salad, spicy hummus, roasted eggplant, spicy feta dip, red cabbage slaw, pickled beets & harissa|1225
19809248101|built for you|lamb baba|white rice, shredded lamb, lebanese tabbouleh, classic hummus, chickpea salad, turkish yogurt dip, sumac cucumbers, cherry tomatoes, pickled turnips, crumbled feta & greek feta|1259
19809248183|built for you|meat lovers|spinach, kale, steak shawarma & chicken kebab, turkish salad, lebanese tabbouleh, spicy hummus, roasted veggies, chickpea salad, red cabbage slaw, pickled beets, tzatziki & spicy mango|1547
19809248116|built for you|bold & beautiful|white basmati rice, chicken kebab, turkish salad, spicy hummus, red cabbage slaw, spicy pickled carrots, dried cranberries & harissa|1064
19809248100|built for you|mediterranean breeze|mixed greens, white rice, falafel, turkish salad, lebanese tabbouleh, classic hummus, chickpea salad, red cabbage slaw, pickled onions & tahini|1144
19809248175|built for you|shawarma heat|arugula, seasonal grains, steak shawarma, turkish salad, lebanese tabbouleh, spicy hummus, baba ganoush, roasted eggplant, crumbled feta, spicy carrots w/ cauliflower, pita croutons, harissa & cilantro vinaigrette|1259
19809248108|built for you|classic medley|spinach, seasonal grains, chicken kebab, turkish salad, classic hummus, roasted vegetables, chickpea salad, greek beet dip, sumac cucumbers, pickled beets & greek feta|1259
19809248162|built for you|mix it up|mixed greens, white rice, ½ falafel, ½ chicken shawarma, Turkish salad, Israeli couscous, classic hummus, roasted veggies, pickled turnips & balsamic vinaigrette|1064
19728499540|build your own|bowl||1323
19728499513|build your own|flatbread wrap||1323
19728499465|build your own|pita pocket||1068
19728499322|build your own|kid's bowl||719
19728499455|mediterranean pizza|shawarma delight|classic hummus, mozzarella & feta, chicken shawarma, turkish salad, pickled spicy carrots w/ cauliflower, tahini drizzle, olive oil|1093
19728499569|mediterranean pizza|spicy meat lover's|spicy feta, mozzarella & feta, steak shawarma, lamb kefta, roasted corn, pickled onions, tzatziki drizzle, olive oil|1208
19728499416|mediterranean pizza|lamb baba|baba ganoush, mozzarella & feta, shredded lamb, cherry tomatoes, sumac cucumbers, tzatziki drizzle, sprinkle of za’atar blend|1208
19728499494|mediterranean pizza|steak & egg|spicy feta, mozzarella & feta, steak shawarma, cherry tomatoes, harissa drizzle, sunny side up egg, basil, olive oil|1208
19728499382|mediterranean pizza|mezeh margherita|mozzarella & feta, cherry tomatoes with dried basil, lemon garlic drizzle, cilantro, olive oil|1035
19728499527|mediterranean pizza|spicy eggplant|spicy hummus and baba ganoush, mozzarella & feta, caramelized eggplant, israeli couscous, dried cranberries, harissa drizzle, arugula, olive oil|1035
19728499412|drinks|dasani purified water||288
19728499354|drinks|diet coke||288
19728499497|drinks|lemon green tea||288
19728499418|drinks|acai black tea||288
19728499509|drinks|strawberry lemonade||288
19728499490|drinks|berry watermelon||288
19728499364|drinks|mango punch||288
19728499475|drinks|lemongrass berry||288
19728499385|drinks|coca-cola||288
19728499392|drinks|sprite||288
19728499434|drinks|nixie lime ginger||288
19728499376|drinks|nixie watermelon mint||288
19728499435|drinks|nixie strawberry hibiscus||288
19728499402|drinks|san pellegrino||288
19728499534|drinks|pure leaf sweet tea||288
19728499295|drinks|pure leaf unsweetened tea||288
19728499547|drinks|pure leaf sweet tea w/ lemon||288
19728499393|sides & sweets|freshly baked pita||115
19728499553|sides & sweets|seasoned pita chips||173
19728499502|sides & sweets|cookie||230
19728499388|sides & sweets|baklava||288
